Price,Close,High,Low,Open,Volume
Ticker,^CNX100,^CNX100,^CNX100,^CNX100,^CNX100
Date,,,,,
2005-11-30,2605.10009765625,2605.110107421875,2605.10009765625,2605.110107421875,0
2005-12-01,2649.75,2654.10009765625,2595.449951171875,2614.64990234375,0
2005-12-02,2652.300048828125,2679.89990234375,2646.89990234375,2670.35009765625,0
2005-12-05,2619.699951171875,2663.550048828125,2614.050048828125,2663.550048828125,0
2005-12-06,2618.60009765625,2646.449951171875,2604.050048828125,2622.300048828125,0
2005-12-07,2646.35009765625,2649.10009765625,2622.89990234375,2622.89990234375,0
2005-12-08,2659.699951171875,2663.550048828125,2630.0,2653.89990234375,0
2005-12-09,2703.699951171875,2707.199951171875,2664.25,2664.25,0
2005-12-12,2720.75,2733.10009765625,2709.14990234375,2716.449951171875,0
2005-12-13,2755.10009765625,2757.0,2713.35009765625,2722.39990234375,0
2005-12-14,2752.0,2770.35009765625,2734.75,2758.699951171875,0
2005-12-15,2722.75,2766.449951171875,2710.449951171875,2766.449951171875,0
2005-12-16,2754.39990234375,2757.89990234375,2715.35009765625,2737.0,0
2005-12-19,2788.25,2790.699951171875,2761.85009765625,2761.85009765625,0
2005-12-20,2773.10009765625,2796.89990234375,2763.0,2791.39990234375,0
2005-12-21,2769.89990234375,2792.75,2747.89990234375,2780.699951171875,0
2005-12-22,2781.050048828125,2790.800048828125,2765.39990234375,2782.449951171875,0
2005-12-23,2751.10009765625,2798.85009765625,2746.449951171875,2791.89990234375,0
2005-12-26,2693.550048828125,2739.75,2686.550048828125,2739.75,0
2005-12-27,2750.699951171875,2756.699951171875,2673.10009765625,2681.35009765625,0
2005-12-28,2739.5,2767.89990234375,2727.75,2751.5,0
2005-12-29,2762.64990234375,2768.0,2741.64990234375,2749.300048828125,0
2005-12-30,2781.550048828125,2789.699951171875,2757.89990234375,2762.699951171875,0
2006-01-02,2781.89990234375,2795.300048828125,2772.550048828125,2787.10009765625,0
2006-01-03,2828.0,2830.85009765625,2781.199951171875,2789.050048828125,0
2006-01-04,2851.89990234375,2856.39990234375,2834.300048828125,2844.050048828125,0
2006-01-05,2854.60009765625,2863.300048828125,2835.64990234375,2860.10009765625,0
