Price,Close,High,Low,Open,Volume
Ticker,^CNXAUTO,^CNXAUTO,^CNXAUTO,^CNXAUTO,^CNXAUTO
Date,,,,,
2011-07-12,3719.530029296875,3719.530029296875,3719.530029296875,3719.530029296875,0
2011-07-13,3774.280029296875,3774.280029296875,3774.280029296875,3774.280029296875,0
2011-07-14,3783.64990234375,3783.64990234375,3783.64990234375,3783.64990234375,0
2011-07-15,3783.64990234375,3783.64990234375,3783.64990234375,3783.64990234375,0
2011-07-18,3759.18994140625,3759.18994140625,3759.18994140625,3759.18994140625,0
2011-07-19,3720.5400390625,3720.5400390625,3720.5400390625,3720.5400390625,0
2011-07-20,3662.64990234375,3662.64990234375,3662.64990234375,3662.64990234375,0
2011-07-21,3649.780029296875,3649.780029296875,3649.780029296875,3649.780029296875,0
2011-07-22,3710.969970703125,3710.969970703125,3710.969970703125,3710.969970703125,0
2011-07-25,3758.659912109375,3758.659912109375,3758.659912109375,3758.659912109375,0
2011-07-26,3679.159912109375,3679.159912109375,3679.159912109375,3679.159912109375,0
2011-07-27,3674.0400390625,3674.0400390625,3674.0400390625,3674.0400390625,0
2011-07-28,3659.889892578125,3659.889892578125,3659.889892578125,3659.889892578125,0
2011-07-29,3671.159912109375,3671.159912109375,3671.159912109375,3671.159912109375,0
2011-08-01,3671.159912109375,3671.159912109375,3671.159912109375,3671.159912109375,0
2011-08-02,3698.10009765625,3698.10009765625,3698.10009765625,3698.10009765625,0
2011-08-03,3680.280029296875,3680.280029296875,3680.280029296875,3680.280029296875,0
2011-08-04,3625.639892578125,3625.639892578125,3625.639892578125,3625.639892578125,0
2011-08-05,3559.56005859375,3559.56005859375,3559.56005859375,3559.56005859375,0
2011-08-08,3485.3798828125,3485.3798828125,3485.3798828125,3485.3798828125,0
2011-08-09,3475.239990234375,3475.239990234375,3475.239990234375,3475.239990234375,0
2011-08-10,3475.239990234375,3475.239990234375,3475.239990234375,3475.239990234375,0
2011-08-11,3608.070068359375,3608.070068359375,3608.070068359375,3608.070068359375,0
2011-08-12,3608.070068359375,3608.070068359375,3608.070068359375,3608.070068359375,0
2011-08-16,3553.919921875,3553.919921875,3553.919921875,3553.919921875,0
2011-08-17,3506.090087890625,3506.090087890625,3506.090087890625,3506.090087890625,0
2011-08-18,3455.340087890625,3455.340087890625,3455.340087890625,3455.340087890625,0
2011-08-19,3423.989990234375,3423.989990234375,3423.989990234375,3423.989990234375,0
2011-08-22,3423.989990234375,3423.989990234375,3423.989990234375,3423.989990234375,0
2011-08-23,3469.659912109375,3469.659912109375,3469.659912109375,3469.659912109375,0
2011-08-24,3479.9599609375,3479.9599609375,3479.9599609375,3479.9599609375,0
2011-08-25,3403.330078125,3403.330078125,3403.330078125,3403.330078125,0
2011-08-26,3394.639892578125,3394.639892578125,3394.639892578125,3394.639892578125,0
2011-08-29,3366.52001953125,3366.52001953125,3366.52001953125,3366.52001953125,0
2011-08-30,3469.300048828125,3469.300048828125,3469.300048828125,3469.300048828125,0
2011-09-02,3513.179931640625,3513.179931640625,3513.179931640625,3513.179931640625,0
2011-09-05,3628.110107421875,3628.110107421875,3628.110107421875,3628.110107421875,0
2011-09-06,3678.6298828125,3678.6298828125,3678.6298828125,3678.6298828125,0
2011-09-07,3685.199951171875,3685.199951171875,3685.199951171875,3685.199951171875,0
2011-09-08,3694.570068359375,3694.570068359375,3694.570068359375,3694.570068359375,0
